liste_des_candidats,nuances,voix,percent_inscrits,percent_exprimes,elu_e,dep,circo,link
M. Octave DELEPIERE,NUP,19 954,"19,62","43,95",Non,59,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05904.html
M. Victor CATTEAU,RN,20 658,"20,33","51,14",Oui,59,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05905.html
Mme Ophélie DELNESTE,NUP,19 736,"19,43","48,86",Non,59,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05905.html
Mme Charlotte PARMENTIER-LECOCQ,ENS,27 387,"29,22","63,07",Oui,59,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05906.html
Mme Célia PEREIRA,NUP,16 037,"17,11","36,93",Non,59,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05906.html
Mme Félicie GÉRARD,ENS,16 600,"22,55","55,47",Oui,59,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05907.html
Mme Karima CHOUIA,NUP,13 324,"18,10","44,53",Non,59,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05907.html
M. David GUIRAUD,NUP,12 585,"18,34","59,94",Oui,59,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05908.html
Mme Catherine OSSON,ENS,8 412,"12,26","40,06",Non,59,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05908.html
Mme Violette SPILLEBOUT,ENS,23 990,"25,97","59,10",Oui,59,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05909.html
Mme Odile VIDAL-SAGNIER,NUP,16 602,"17,98","40,90",Non,59,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05909.html
M. Gérald DARMANIN,ENS,16 193,"19,69","57,52",Oui,59,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05910.html
M. Leslie MORTREUX,NUP,11 957,"14,54","42,48",Non,59,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05910.html
M. Roger VICOT,NUP,22 143,"23,45","56,27",Oui,59,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05911.html
M. Laurent PIETRASZEWSKI,ENS,17 210,"18,22","43,73",Non,59,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05911.html
M. Michaël TAVERNE,RN,20 415,"21,93","52,82",Oui,59,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05912.html
Mme Anne Laure CATTELOT,ENS,18 235,"19,58","47,18",Non,59,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05912.html
Mme Christine DECODTS,ENS,16 497,"18,96","52,29",Oui,59,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05913.html
M. Yohann DUVAL,RN,15 055,"17,30","47,71",Non,59,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05913.html
M. Paul CHRISTOPHE,ENS,22 916,"23,05","53,21",Oui,59,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05914.html
Mme Pierrette CUVELIER,RN,20 154,"20,27","46,79",Non,59,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05914.html
M. Pierrick BERTELOOT,RN,21 367,"21,84","54,09",Oui,59,15,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05915.html
Mme Emilie DUCOURANT,NUP,18 134,"18,54","45,91",Non,59,15,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05915.html
M. Matthieu MARCHIO,RN,16 321,"19,49","50,34",Oui,59,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05916.html
M. Alain BRUNEEL,NUP,16 098,"19,22","49,66",Non,59,16,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05916.html
M. Thibaut FRANCOIS,RN,15 408,"20,92","53,57",Oui,59,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05917.html
M. Dimitri HOUBRON,ENS,13 354,"18,13","46,43",Non,59,17,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05917.html
M. Guy BRICOUT,UDI,19 211,"21,08","50,58",Oui,59,18,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05918.html
Mme Mélanie DISDIER,RN,18 768,"20,60","49,42",Non,59,18,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05918.html
M. Sébastien CHENU,RN,17 451,"21,71","57,15",Oui,59,19,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05919.html
M. Patrick SOLOCH,NUP,13 085,"16,28","42,85",Non,59,19,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05919.html
M. Fabien ROUSSEL,NUP,16 439,"20,16","54,50",Oui,59,20,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05920.html
M. Guillaume FLORQUIN,RN,13 725,"16,83","45,50",Non,59,20,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/059/05920.html
M. Victor HABERT-DASSAULT,LR,20 480,"24,64","58,34",Oui,60,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06001.html
M. David MAGNIER,RN,14 625,"17,59","41,66",Non,60,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06001.html
M. Philippe BALLARD,RN,21 451,"24,07","55,83",Oui,60,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06002.html
Mme Chanez HERBANNE,ENS,16 974,"19,05","44,17",Non,60,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06002.html
M. Alexandre SABATOU,RN,14 066,"19,05","52,42",Oui,60,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06003.html
Mme Valérie LABATUT,NUP,12 769,"17,29","47,58",Non,60,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06003.html
M. Eric WOERTH,ENS,21 201,"22,66","54,35",Oui,60,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06004.html
Mme Audrey HAVEZ,RN,17 808,"19,03","45,65",Non,60,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06004.html
M. Pierre VATIN,LR,18 430,"25,13","59,78",Oui,60,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06005.html
Mme Myriam LAMZOUDI,RN,12 399,"16,91","40,22",Non,60,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06005.html
M. Michel GUINIOT,RN,17 135,"22,58","52,57",Oui,60,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06006.html
Mme Carole BUREAU-BONNARD,ENS,15 458,"20,37","47,43",Non,60,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06006.html
M. Maxime MINOT,LR,18 442,"23,99","56,74",Oui,60,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06007.html
M. Loïc PEN,NUP,14 058,"18,29","43,26",Non,60,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/060/06007.html
Mme Chantal JOURDAN,NUP,14 776,"21,56","50,20",Oui,61,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06101.html
Mme Marie-Annick DUHARD,ENS,14 661,"21,39","49,80",Non,61,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06101.html
Mme Véronique LOUWAGIE,LR,18 118,"27,42","60,80",Oui,61,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06102.html
M. Alexandre MOREL,RN,11 679,"17,68","39,20",Non,61,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06102.html
M. Jérôme NURY,LR,21 603,"30,37","69,66",Oui,61,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06103.html
M. Anthony FRÉMONT,RN,9 411,"13,23","30,34",Non,61,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/061/06103.html
M. Emmanuel BLAIRY,RN,27 380,"26,08","55,77",Oui,62,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06201.html
M. Bruno DUVERGÉ,ENS,21 711,"20,68","44,23",Non,62,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06201.html
Mme Jacqueline MAQUET,ENS,20 971,"23,93","54,73",Oui,62,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06202.html
M. Alban HEUSÈLE,RN,17 345,"19,80","45,27",Non,62,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06202.html
M. Jean-Marc TELLIER,NUP,16 294,"19,58","50,11",Oui,62,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06203.html
M. Bruno CLAVET,RN,16 223,"19,50","49,89",Non,62,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06203.html
M. Philippe FAIT,ENS,23 331,"25,93","56,36",Oui,62,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06204.html
Mme Françoise VANPEENE,RN,18 063,"20,08","43,64",Non,62,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06204.html
M. Jean-Pierre PONT,ENS,18 102,"19,98","51,03",Oui,62,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06205.html
M. Antoine GOLLIOT,RN,17 370,"19,17","48,97",Non,62,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06205.html
Mme Christine ENGRAND,RN,21 858,"23,31","50,06",Oui,62,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06206.html
Mme Brigitte BOURGUIGNON,ENS,21 802,"23,25","49,94",Non,62,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06206.html
M. Pierre-Henri DUMONT,LR,20 132,"21,40","55,83",Oui,62,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06207.html
M. Marc DE FLEURIAN,RN,15 930,"16,93","44,17",Non,62,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06207.html
M. Bertrand PETIT,DVG,22 801,"24,73","55,82",Oui,62,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06208.html
M. Auguste EVRARD,RN,18 048,"19,57","44,18",Non,62,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06208.html
Mme Caroline PARMENTIER,RN,18 587,"23,20","53,31",Oui,62,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06209.html
Mme Marguerite DEPREZ-AUDEBERT,ENS,16 279,"20,32","46,69",Non,62,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06209.html
M. Thierry FRAPPÉ,RN,22 685,"25,54","65,40",Oui,62,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06210.html
M. Michel DAGBERT,ENS,12 003,"13,51","34,60",Non,62,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06210.html
Mme Marine LE PEN,RN,22 301,"23,68","61,03",Oui,62,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06211.html
Mme Marine TONDELIER,NUP,14 238,"15,12","38,97",Non,62,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06211.html
M. Bruno BILDE,RN,20 855,"21,61","56,30",Oui,62,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06212.html
M. Jérôme DARRAS,NUP,16 190,"16,78","43,70",Non,62,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/062/06212.html
Mme Marianne MAXIMI,NUP,18 189,"21,60","52,23",Oui,63,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06301.html
Mme Valérie THOMAS,ENS,16 637,"19,76","47,77",Non,63,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06301.html
Mme Christine PIRÈS BEAUNE,NUP,26 613,"29,54","63,84",Oui,63,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06302.html
Mme Karina MONNET,ENS,15 077,"16,74","36,16",Non,63,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06302.html
Mme Laurence VICHNIEVSKY,ENS,23 042,"25,63","53,09",Oui,63,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06303.html
M. Nicolas BONNET,NUP,20 358,"22,64","46,91",Non,63,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06303.html
Mme Delphine LINGEMANN,ENS,22 680,"22,38","50,13",Oui,63,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06304.html
Mme Valérie GOLÉO,NUP,22 564,"22,26","49,87",Non,63,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06304.html
M. André CHASSAIGNE,NUP,30 966,"29,65","69,43",Oui,63,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06305.html
Mme Brigitte CARLETTO,RN,13 633,"13,05","30,57",Non,63,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/063/06305.html
Mme Josy POUEYTO,ENS,16 929,"24,53","50,78",Oui,64,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06401.html
M. Jean-Yves LALANNE,NUP,16 412,"23,78","49,22",Non,64,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06401.html
M. Jean-Paul MATTEI,ENS,21 720,"26,13","54,71",Oui,64,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06402.html
Mme Cécile FAURE,NUP,17 980,"21,63","45,29",Non,64,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06402.html
M. David HABIB,DVG,26 414,"31,42","66,55",Oui,64,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06403.html
M. Jean-François BABY,NUP,13 277,"15,79","33,45",Non,64,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06403.html
M. Inaki ECHANIZ,NUP,19 935,"24,67","50,11",Oui,64,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06404.html
Mme Annick TROUNDAY,ENS,19 846,"24,56","49,89",Non,64,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06404.html
Mme Florence LASSERRE,ENS,24 184,"24,33","54,40",Oui,64,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06405.html
Mme Sandra PEREIRA-OSTANEL,NUP,20 269,"20,39","45,60",Non,64,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06405.html
M. Vincent BRU,ENS,27 994,"26,53","60,21",Oui,64,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06406.html
M. Tom DUBOIS--ROBIN,NUP,18 497,"17,53","39,79",Non,64,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/064/06406.html
Mme Sylvie FERRER,NUP,20 656,"23,47","50,13",Oui,65,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/065/06501.html
M. Jean-Bernard SEMPASTOUS,ENS,20 552,"23,35","49,87",Non,65,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/065/06501.html
M. Benoit MOURNET,ENS,21 073,"23,47","52,28",Oui,65,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/065/06502.html
M. Grégory KORN,NUP,19 238,"21,43","47,72",Non,65,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/065/06502.html
Mme Sophie BLANC,RN,15 859,"21,78","53,87",Oui,66,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06601.html
M. Romain GRAU,ENS,13 583,"18,66","46,13",Non,66,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06601.html
Mme Anaïs SABATINI,RN,26 682,"25,75","61,23",Oui,66,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06602.html
Mme Frédérique LIS,ENS,16 897,"16,30","38,77",Non,66,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06602.html
Mme Sandrine DOGOR-SUCH,RN,19 299,"22,71","54,11",Oui,66,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06603.html
Mme Nathalie CULLELL,NUP,16 368,"19,26","45,89",Non,66,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06603.html
Mme Michèle MARTINEZ,RN,24 332,"23,87","56,28",Oui,66,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06604.html
M. Sébastien CAZENOVE,ENS,18 905,"18,55","43,72",Non,66,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/066/06604.html
Mme Sandra REGOL,NUP,15 569,"24,83","51,47",Oui,67,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06701.html
M. Alain FONTANEL,ENS,14 682,"23,42","48,53",Non,67,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06701.html
M. Emmanuel FERNANDES,NUP,16 990,"23,15","51,23",Oui,67,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06702.html
M. Sylvain WASERMAN,ENS,16 174,"22,04","48,77",Non,67,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06702.html
M. Bruno STUDER,ENS,16 357,"23,06","54,53",Oui,67,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06703.html
M. Sébastien MAS,NUP,13 642,"19,23","45,47",Non,67,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06703.html
Mme Françoise BUFFET,ENS,26 874,"27,44","66,10",Oui,67,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06704.html
Mme Imane LAHMEUR,NUP,13 782,"14,07","33,90",Non,67,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06704.html
M. Charles SITZENSTUHL,ENS,25 426,"23,94","60,67",Oui,67,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06705.html
M. Marc WOLFF,RN,16 484,"15,52","39,33",Non,67,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06705.html
Mme Louise MOREL,ENS,23 080,"23,64","57,90",Oui,67,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06706.html
M. Jean-Frédéric STEINBACH,RN,16 785,"17,19","42,10",Non,67,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06706.html
M. Patrick HETZEL,LR,21 676,"25,28","64,03",Oui,67,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06707.html
Mme Valérie ESCHENMANN,RN,12 177,"14,20","35,97",Non,67,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06707.html
Mme Stéphanie KOCHERT,ENS,21 373,"22,61","56,64",Oui,67,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06708.html
M. Ludwig KNOEPFFLER,RN,16 365,"17,31","43,36",Non,67,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06708.html
M. Vincent THIEBAUT,ENS,22 108,"23,15","59,79",Oui,67,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06709.html
M. Laurent GNAEDIG,RN,14 868,"15,57","40,21",Non,67,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/067/06709.html
Mme Brigitte KLINKERT,ENS,14 141,"18,06","50,22",Oui,68,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06801.html
M. Yves HEMEDINGER,LR,14 015,"17,90","49,78",Non,68,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06801.html
M. Hubert OTT,ENS,17 947,"19,38","52,91",Oui,68,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06802.html
M. Jacques CATTIN,LR,15 976,"17,26","47,09",Non,68,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06802.html
M. Didier LEMAIRE,ENS,18 757,"21,53","53,91",Oui,68,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06803.html
M. Christian ZIMMERMANN,RN,16 037,"18,41","46,09",Non,68,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06803.html
M. Raphaël SCHELLENBERGER,LR,22 214,"21,36","54,94",Oui,68,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06804.html
Mme Marion WILHELM,RN,18 221,"17,52","45,06",Non,68,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06804.html
M. Olivier BECHT,ENS,18 443,"23,93","64,63",Oui,68,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06805.html
Mme Nadia EL HAJJAJI,NUP,10 094,"13,10","35,37",Non,68,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06805.html
M. Bruno FUCHS,ENS,18 604,"19,69","55,31",Oui,68,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06806.html
Mme Christelle RITZ,RN,15 030,"15,90","44,69",Non,68,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/068/06806.html
M. Thomas RUDIGOZ,ENS,18 803,"25,85","51,86",Oui,69,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06901.html
Mme Aurélie GRIES,NUP,17 452,"23,99","48,14",Non,69,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06901.html
M. Hubert JULIEN-LAFERRIERE,NUP,20 847,"28,15","51,64",Oui,69,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06902.html
M. Loic TERRENES,ENS,19 524,"26,37","48,36",Non,69,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06902.html
Mme Marie-Charlotte GARIN,NUP,21 105,"29,13","54,79",Oui,69,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06903.html
Mme Sarah PEILLON,ENS,17 416,"24,04","45,21",Non,69,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06903.html
Mme Anne BRUGNERA,ENS,24 803,"31,68","59,35",Oui,69,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06904.html
M. Benjamin BADOUARD,NUP,16 989,"21,70","40,65",Non,69,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06904.html
Mme Blandine BROCARD,ENS,29 198,"32,38","67,32",Oui,69,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06905.html
M. Fabrice MATTEUCCI,NUP,14 175,"15,72","32,68",Non,69,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06905.html
M. Gabriel AMARD,NUP,20 397,"22,77","55,54",Oui,69,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06906.html
Mme Emmanuelle HAZIZA,ENS,16 328,"18,23","44,46",Non,69,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06906.html
M. Alexandre VINCENDET,LR,14 801,"20,85","53,44",Oui,69,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06907.html
M. Abdelkader LAHMAR,NUP,12 894,"18,16","46,56",Non,69,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06907.html
Mme Nathalie SERRE,LR,21 855,"20,80","50,81",Oui,69,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06908.html
M. Dominique DESPRAS,ENS,21 158,"20,13","49,19",Non,69,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06908.html
M. Alexandre PORTIER,LR,22 385,"23,16","61,51",Oui,69,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06909.html
M. Ambroise MÉJEAN,ENS,14 010,"14,49","38,49",Non,69,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06909.html
M. Thomas GASSILLOUD,ENS,30 089,"30,27","65,31",Oui,69,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06910.html
Mme Michèle EDERY,NUP,15 985,"16,08","34,69",Non,69,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06910.html
M. Jean-Luc FUGIT,ENS,25 864,"26,78","64,09",Oui,69,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06911.html
M. Abdel YOUSFI,NUP,14 489,"15,00","35,91",Non,69,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06911.html
M. Cyrille ISAAC-SIBILLE,ENS,24 244,"29,50","62,92",Oui,69,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06912.html
M. Jean-François BAUDIN,NUP,14 290,"17,39","37,08",Non,69,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06912.html
Mme Sarah TANZILLI,ENS,22 200,"25,06","62,65",Oui,69,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06913.html
M. Victor PRANDT,NUP,13 235,"14,94","37,35",Non,69,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06913.html
M. Idir BOUMERTIT,NUP,13 798,"18,18","56,69",Oui,69,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06914.html
M. Yves BLEIN,ENS,10 540,"13,89","43,31",Non,69,14,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/069/06914.html
M. Antoine VILLEDIEU,RN,22 497,"25,47","54,50",Oui,70,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/070/07001.html
Mme Barbara BESSOT BALLOT,ENS,18 780,"21,26","45,50",Non,70,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/070/07001.html
M. Emeric SALMON,RN,22 245,"24,77","54,38",Oui,70,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/070/07002.html
M. Christophe LEJEUNE,ENS,18 663,"20,78","45,62",Non,70,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/070/07002.html
M. Benjamin DIRX,ENS,18 349,"24,61","57,25",Oui,71,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07101.html
M. Patrick MONIN,NUP,13 702,"18,37","42,75",Non,71,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07101.html
Mme Josiane CORNELOUP,LR,22 823,"29,56","66,65",Oui,71,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07102.html
Mme Céline VINAUGER,NUP,11 419,"14,79","33,35",Non,71,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07102.html
M. Rémy REBEYROTTE,ENS,18 482,"22,77","53,72",Oui,71,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07103.html
Mme Sandrine BAROIN,RN,15 925,"19,62","46,28",Non,71,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07103.html
Mme Cécile UNTERMAIER,NUP,19 421,"23,37","56,30",Oui,71,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07104.html
Mme Valérie DELOGE,RN,15 072,"18,14","43,70",Non,71,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07104.html
M. Louis MARGUERITTE,ENS,17 893,"20,32","52,66",Oui,71,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07105.html
M. Eric RIBOULET,NUP,16 085,"18,27","47,34",Non,71,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/071/07105.html
Mme Julie DELPECH,ENS,17 300,"23,54","54,90",Oui,72,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07201.html
Mme Ghislaine BONNET,NUP,14 213,"19,34","45,10",Non,72,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/072/07201.html
